codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_direcao,vento_rajada,radiacao,precipitacao
A242,21/02/2019,02,24.3,24.4,24.3,100,100,100,24.3,24.4,24.3,1011.3,1011.3,1011.1,0.3,78,1.3,-1.77,0.0
A242,21/02/2019,22,25.0,25.9,25.0,92,92,83,23.7,23.9,22.8,1010.9,1010.9,1010.6,0.9,51,4.5,41.83,0.0
A242,21/02/2019,18,28.6,29.0,28.1,69,71,66,22.4,23.1,21.4,1010.6,1011.5,1010.6,2.0,19,6.8,1898.,0.0
A242,21/02/2019,13,25.8,26.0,24.3,86,96,85,23.2,24.2,23.1,1013.5,1013.5,1012.7,2.1,20,4.4,1299.,0.0
A242,21/02/2019,12,24.3,24.5,24.0,95,100,95,23.4,24.4,23.4,1012.7,1012.7,1012.0,0.8,46,1.5,520.5,0.0
A242,21/02/2019,06,24.2,24.3,24.2,100,100,100,24.2,24.3,24.2,1010.0,1010.4,1009.9,0.5,29,1.3,-1.43,0.0
A242,21/02/2019,19,25.1,28.7,24.9,89,89,69,23.2,23.4,22.3,1010.5,1010.7,1010.5,2.1,25,9.8,920.7,0.0
A242,21/02/2019,14,27.8,28.0,25.8,71,88,70,22.1,24.3,21.9,1013.6,1013.6,1013.4,3.2,22,7.0,2643.,0.0
A242,21/02/2019,20,26.2,26.2,25.0,84,90,84,23.3,23.7,23.0,1010.4,1010.5,1010.2,2.0,27,4.9,688.8,0.0
A242,21/02/2019,11,24.0,24.0,23.2,100,100,100,24.0,24.0,23.2,1012.0,1012.0,1011.2,0.3,79,0.9,175.5,0.0
A242,21/02/2019,21,25.9,26.4,25.9,83,84,82,22.8,23.3,22.8,1010.6,1010.6,1010.4,2.1,20,4.6,351.4,0.0
A242,21/02/2019,01,24.3,24.6,24.2,100,100,98,24.3,24.5,24.1,1011.1,1011.1,1010.5,0.7,146,1.0,-1.56,0.0
A242,21/02/2019,00,24.5,24.8,24.5,98,98,96,24.2,24.3,24.1,1010.5,1010.5,1009.8,0.4,62,2.2,-1.39,0.0
A242,21/02/2019,10,23.2,23.3,23.2,100,100,100,23.2,23.3,23.2,1011.2,1011.2,1010.5,0.5,131,1.0,9.042,0.0
A242,21/02/2019,05,24.2,24.3,24.2,100,100,100,24.2,24.3,24.2,1010.3,1010.8,1010.3,0.3,117,0.8,-0.54,0.0
A242,21/02/2019,09,23.2,23.3,23.1,100,100,100,23.2,23.3,23.1,1010.5,1010.5,1010.2,0.5,85,1.3,-1.29,0.0
A242,21/02/2019,03,24.4,24.4,24.3,100,100,100,24.4,24.4,24.3,1011.0,1011.4,1011.0,0.4,61,1.4,-0.97,0.0
A242,21/02/2019,04,24.3,24.4,24.3,100,100,100,24.3,24.4,24.3,1010.8,1011.1,1010.8,0.5,135,1.0,0.176,0.2
A242,21/02/2019,23,24.5,25.0,24.5,94,94,91,23.5,23.7,23.3,1011.4,1011.4,1010.9,0.8,47,2.6,-2.23,0.0
A242,21/02/2019,16,28.7,28.7,27.9,71,74,67,23.0,23.2,21.6,1012.4,1013.1,1012.4,2.2,29,7.1,2059.,0.2
A242,21/02/2019,15,28.2,28.4,27.4,69,74,67,21.9,22.7,21.4,1013.1,1013.6,1013.1,2.8,29,7.0,2180.,0.0
A242,21/02/2019,17,28.3,28.8,28.0,70,74,67,22.2,23.2,21.8,1011.5,1012.4,1011.5,2.7,37,7.4,1784.,0.0
A242,21/02/2019,07,23.6,24.2,23.6,100,100,100,23.6,24.2,23.6,1009.8,1010.1,1009.8,0.7,61,2.0,-2.73,0.0
A242,21/02/2019,08,23.1,23.6,23.0,100,100,100,23.1,23.6,23.0,1010.2,1010.2,1009.8,0.3,118,1.5,-3.50,0.0
A242,22/02/2019,01,23.8,24.1,23.8,96,96,95,23.2,23.3,23.1,1012.8,1012.8,1012.3,0.5,52,1.8,-1.95,0.0
A242,22/02/2019,09,23.2,23.3,23.2,100,100,100,23.2,23.3,23.2,1011.8,1011.8,1011.1,0.4,147,0.9,-2.13,0.0
A242,22/02/2019,11,24.3,24.3,23.3,100,100,100,24.2,24.2,23.3,1013.2,1013.2,1012.4,0.2,74,0.9,293.3,0.0
A242,22/02/2019,05,23.3,23.4,23.3,100,100,100,23.3,23.4,23.2,1011.3,1012.0,1011.3,0.3,107,1.0,-1.68,0.0
A242,22/02/2019,20,27.8,29.4,27.7,73,74,65,22.6,23.0,21.8,1010.8,1010.8,1010.5,2.5,40,6.4,1311.,0.0
A242,22/02/2019,18,28.0,29.5,28.0,77,77,69,23.6,23.9,22.9,1011.4,1012.2,1011.4,1.9,50,5.0,1107.,0.0
A242,22/02/2019,10,23.3,23.3,23.2,100,100,100,23.3,23.3,23.2,1012.4,1012.4,1011.8,0.4,143,1.0,6.526,0.0
A242,22/02/2019,07,23.2,23.3,23.2,100,100,100,23.2,23.3,23.2,1011.0,1011.1,1010.9,0.6,150,1.1,-2.32,0.0
A242,22/02/2019,19,28.5,29.6,27.8,71,78,64,22.7,23.9,21.7,1010.6,1011.4,1010.5,2.2,43,6.2,2121.,0.0
A242,22/02/2019,23,25.5,26.3,25.5,87,87,79,23.1,23.1,22.4,1012.0,1012.0,1011.4,1.2,43,3.5,-2.65,0.0
A242,22/02/2019,02,23.7,23.9,23.6,97,97,96,23.1,23.3,23.1,1012.9,1013.0,1012.7,0.3,95,1.6,-2.23,0.0
A242,22/02/2019,22,26.2,27.7,26.2,79,81,71,22.2,23.4,22.0,1011.4,1011.4,1011.0,1.5,34,6.9,61.26,0.0
A242,22/02/2019,13,26.7,27.3,25.7,78,85,75,22.5,23.8,21.9,1014.0,1014.0,1013.6,2.8,41,6.3,1898.,0.0
A242,22/02/2019,03,23.7,23.8,23.6,98,98,97,23.3,23.4,23.1,1012.7,1013.0,1012.7,0.2,80,0.8,-1.62,0.0
A242,22/02/2019,00,24.1,24.5,24.1,95,95,94,23.3,23.5,23.2,1012.3,1012.3,1011.5,0.9,46,2.6,-2.21,0.0
A242,22/02/2019,17,29.4,29.4,28.0,73,76,68,24.1,24.1,22.4,1012.1,1012.9,1012.1,1.8,30,5.8,1791.,0.0
A242,22/02/2019,16,28.2,29.1,28.0,74,75,66,23.0,23.6,21.9,1012.9,1013.5,1012.9,2.0,55,6.1,1551.,0.0
A242,22/02/2019,21,27.7,28.2,27.7,72,75,70,22.1,23.0,21.9,1011.0,1011.1,1010.8,2.5,17,6.9,398.4,0.0
A242,22/02/2019,14,28.1,28.3,26.7,68,79,67,21.6,23.3,21.3,1013.9,1014.1,1013.9,2.2,25,5.8,2168.,0.0
A242,22/02/2019,15,29.1,29.5,27.7,66,75,66,22.2,23.5,21.5,1013.5,1013.9,1013.5,2.8,24,6.1,2065.,0.0
A242,22/02/2019,06,23.3,23.4,23.2,100,100,100,23.3,23.3,23.2,1011.1,1011.3,1011.1,0.7,137,1.1,-2.03,0.0
A242,22/02/2019,04,23.4,23.7,23.4,100,100,98,23.4,23.4,23.1,1012.0,1012.7,1011.9,0.5,57,1.1,-2.05,0.0
A242,22/02/2019,08,23.3,23.3,23.2,100,100,100,23.3,23.3,23.2,1011.2,1011.2,1011.0,0.4,121,1.0,-2.28,0.0
A242,22/02/2019,12,25.8,25.8,24.3,84,100,84,22.9,24.3,22.4,1013.6,1013.6,1013.2,2.1,33,4.8,1220.,0.0
A242,23/02/2019,23,24.2,24.8,24.2,97,98,97,23.7,24.3,23.7,1010.6,1010.6,1009.9,1.1,57,2.7,-2.60,0.0
A242,23/02/2019,16,25.8,27.4,24.9,91,95,82,24.3,25.0,23.4,1011.7,1012.6,1011.7,2.7,21,8.2,1618.,2.4
A242,23/02/2019,03,23.7,23.9,23.6,97,97,96,23.2,23.3,23.1,1012.6,1012.9,1012.6,0.3,133,1.2,-2.74,0.0
A242,23/02/2019,11,24.0,24.0,23.6,99,100,99,23.8,23.8,23.6,1012.2,1012.2,1011.7,1.1,355,2.3,176.4,0.0
A242,23/02/2019,17,27.3,27.3,25.4,87,92,85,24.9,25.2,23.3,1010.6,1011.7,1010.6,2.4,340,6.2,2315.,0.0
A242,23/02/2019,18,26.1,27.6,26.1,90,91,82,24.3,25.3,23.7,1009.8,1010.6,1009.8,1.7,357,6.6,1678.,0.8
A242,23/02/2019,06,23.5,23.6,23.5,100,100,100,23.5,23.5,23.5,1011.0,1011.5,1011.0,0.2,179,1.8,-1.62,0.0
A242,23/02/2019,01,24.1,24.3,24.0,95,95,92,23.3,23.3,22.9,1012.9,1012.9,1012.5,0.4,72,1.2,-3.43,0.0
A242,23/02/2019,13,25.1,25.2,24.6,95,96,93,24.3,24.5,23.5,1013.4,1013.5,1012.9,1.2,317,3.7,526.9,0.4
A242,23/02/2019,07,23.7,23.7,23.5,100,100,100,23.7,23.7,23.5,1010.7,1011.0,1010.7,0.3,4,1.1,-1.82,0.0
A242,23/02/2019,12,24.8,24.8,23.9,94,99,94,23.8,24.0,23.3,1012.9,1012.9,1012.2,1.3,7,3.3,613.5,0.0
A242,23/02/2019,09,23.6,23.6,23.5,100,100,100,23.6,23.6,23.5,1011.1,1011.2,1010.7,0.6,105,1.1,-1.55,0.0
A242,23/02/2019,15,27.0,27.3,25.3,84,96,84,24.0,25.9,23.5,1012.4,1013.2,1012.4,1.8,360,6.3,2181.,0.4
A242,23/02/2019,21,25.4,25.5,25.2,95,95,93,24.6,24.7,24.0,1009.7,1009.7,1009.5,0.9,45,2.9,319.8,0.0
A242,23/02/2019,22,24.8,25.5,24.8,97,97,95,24.3,24.8,24.1,1009.9,1009.9,1009.7,0.5,74,2.1,64.38,0.0
A242,23/02/2019,05,23.6,23.6,23.4,100,100,98,23.5,23.5,23.1,1011.5,1011.8,1011.5,0.4,136,1.1,-2.22,0.0
A242,23/02/2019,10,23.6,23.6,23.5,100,100,100,23.6,23.6,23.5,1011.7,1011.7,1011.1,0.7,5,3.2,4.151,0.4
A242,23/02/2019,00,24.3,25.5,24.3,92,92,87,22.9,23.3,22.9,1012.5,1012.5,1012.0,0.7,65,3.5,-3.26,0.0
A242,23/02/2019,19,25.8,26.2,25.4,92,94,89,24.4,25.0,24.0,1009.4,1009.9,1009.4,0.9,356,5.2,671.2,1.6
A242,23/02/2019,04,23.5,23.7,23.5,98,98,97,23.1,23.2,23.1,1011.8,1012.6,1011.8,0.3,127,0.6,-2.37,0.0
A242,23/02/2019,14,26.0,26.1,24.9,96,97,90,25.3,25.3,23.7,1013.2,1013.4,1013.2,1.7,32,3.2,1207.,1.0
A242,23/02/2019,20,25.2,25.9,24.6,94,95,91,24.1,24.5,23.5,1009.5,1009.5,1009.3,1.6,23,4.5,415.1,2.4
A242,23/02/2019,08,23.5,23.8,23.5,100,100,99,23.5,23.8,23.5,1010.8,1010.8,1010.6,0.4,133,1.3,-1.53,0.0
A242,23/02/2019,02,23.9,24.1,23.9,96,96,95,23.2,23.3,23.2,1012.8,1012.9,1012.8,0.4,132,0.8,-2.49,0.0
A242,24/02/2019,19,27.3,28.4,27.3,76,79,73,22.7,24.0,22.5,1009.1,1009.6,1009.1,2.3,30,6.6,1530.,0.0
A242,24/02/2019,15,27.6,27.7,26.0,80,83,77,23.7,24.0,22.6,1012.0,1012.7,1012.0,2.0,24,7.1,1638.,0.0
A242,24/02/2019,21,26.5,26.8,26.5,79,80,76,22.6,22.9,22.1,1009.7,1009.7,1009.4,1.8,30,7.0,429.0,0.0
A242,24/02/2019,17,25.8,28.2,25.2,90,92,72,24.0,24.4,21.4,1010.8,1011.4,1010.8,1.0,62,11.0,1460.,0.6
A242,24/02/2019,08,23.1,23.1,22.9,100,100,100,23.1,23.1,22.9,1010.5,1010.5,1010.3,0.4,140,1.1,-1.07,0.2
A242,24/02/2019,23,24.6,25.6,24.6,92,92,83,23.1,23.3,22.5,1010.9,1010.9,1010.2,0.9,52,3.7,-2.35,0.2
A242,24/02/2019,01,23.7,23.9,23.7,100,100,98,23.7,23.9,23.6,1011.7,1011.7,1011.2,0.6,133,1.3,-1.23,0.0
A242,24/02/2019,09,23.2,23.2,23.1,100,100,100,23.2,23.2,23.1,1010.6,1010.6,1010.4,0.2,350,1.1,-0.98,1.4
A242,24/02/2019,20,26.9,27.3,26.7,77,81,76,22.5,23.4,22.5,1009.4,1009.5,1009.1,2.5,19,7.0,569.1,0.0
A242,24/02/2019,16,27.6,28.2,26.4,77,84,76,23.1,24.8,22.2,1011.4,1012.1,1011.4,2.3,34,8.1,1975.,0.0
A242,24/02/2019,18,27.6,27.6,25.8,78,91,78,23.4,24.4,22.9,1009.6,1010.8,1009.6,2.3,20,5.5,1618.,0.0
A242,24/02/2019,10,23.1,23.2,23.0,100,100,100,23.1,23.2,23.0,1011.0,1011.0,1010.6,0.6,33,1.6,11.35,0.0
A242,24/02/2019,13,26.6,26.7,25.1,83,92,81,23.4,24.4,22.7,1012.5,1012.6,1012.2,2.8,28,5.9,1759.,0.0
A242,24/02/2019,14,26.3,27.6,26.3,83,86,78,23.2,24.8,22.8,1012.7,1012.7,1012.5,2.1,14,8.2,1733.,0.0
A242,24/02/2019,04,23.5,23.7,23.5,100,100,100,23.5,23.7,23.5,1011.7,1012.0,1011.7,0.6,88,3.8,-2.03,0.6
A242,24/02/2019,02,23.7,23.7,23.6,100,100,100,23.7,23.7,23.6,1012.0,1012.0,1011.6,0.6,82,2.1,-1.80,0.6
A242,24/02/2019,00,23.9,24.2,23.9,98,98,97,23.6,23.6,23.4,1011.2,1011.2,1010.6,0.6,115,3.2,-1.90,0.0
A242,24/02/2019,06,22.9,23.4,22.9,100,100,100,22.9,23.4,22.9,1010.6,1010.8,1010.6,0.3,119,1.2,-2.70,0.0
A242,24/02/2019,05,23.4,23.5,23.4,100,100,100,23.4,23.5,23.4,1010.8,1011.7,1010.8,0.3,135,1.5,-1.81,0.0
A242,24/02/2019,12,25.2,25.6,23.7,89,100,89,23.3,24.6,23.3,1012.2,1012.2,1011.6,1.5,31,3.7,1037.,0.0
A242,24/02/2019,03,23.7,23.8,23.6,100,100,100,23.7,23.8,23.6,1011.9,1012.2,1011.9,0.5,102,2.0,-1.54,0.2
A242,24/02/2019,22,25.6,26.5,25.6,84,85,79,22.7,23.0,22.2,1010.2,1010.2,1009.7,1.6,39,5.5,80.05,0.0
A242,24/02/2019,11,23.8,23.8,23.1,100,100,100,23.8,23.8,23.1,1011.6,1011.6,1011.0,0.4,35,1.6,197.6,0.0
A242,24/02/2019,07,23.0,23.0,22.7,100,100,100,23.0,23.0,22.7,1010.5,1010.7,1010.5,0.3,352,0.8,-2.07,0.0
A242,25/02/2019,21,26.2,27.3,26.2,87,87,84,23.9,24.2,23.7,1009.8,1009.9,1009.4,1.7,22,6.1,286.9,0.0
A242,25/02/2019,19,27.5,28.5,27.2,82,83,77,24.2,24.8,23.6,1009.4,1009.7,1009.3,2.2,18,8.2,1438.,0.0
A242,25/02/2019,10,22.2,22.3,22.2,100,100,100,22.2,22.3,22.2,1010.2,1010.2,1009.7,0.3,113,0.6,15.74,0.0
A242,25/02/2019,07,22.8,22.9,22.5,100,100,100,22.8,22.9,22.5,1009.4,1009.7,1009.4,0.4,57,2.3,-0.92,0.4
A242,25/02/2019,14,27.6,27.9,26.8,78,84,77,23.4,24.3,23.1,1012.4,1012.5,1012.1,2.7,30,7.0,1701.,0.0
A242,25/02/2019,22,25.6,26.2,25.6,89,90,87,23.7,24.0,23.7,1010.3,1010.3,1009.8,1.5,45,4.4,46.25,0.0
A242,25/02/2019,05,22.8,22.9,22.3,100,100,100,22.8,22.8,22.3,1010.3,1010.9,1010.3,0.7,52,1.9,-1.22,0.0
A242,25/02/2019,20,27.3,27.6,26.9,85,88,82,24.5,24.9,24.1,1009.4,1009.5,1009.2,2.4,27,6.1,768.8,0.0
A242,25/02/2019,17,28.0,28.7,26.9,78,85,74,23.8,25.0,23.3,1010.4,1011.5,1010.4,3.1,35,7.0,1768.,0.0
A242,25/02/2019,11,23.4,23.4,22.2,100,100,100,23.4,23.4,22.2,1011.1,1011.1,1010.2,0.2,142,0.8,300.1,0.0
A242,25/02/2019,16,26.9,28.5,26.8,83,84,74,23.9,24.4,23.1,1011.5,1012.0,1011.5,2.6,46,10.5,2118.,0.0
A242,25/02/2019,09,22.2,22.5,22.2,100,100,100,22.2,22.5,22.2,1009.7,1009.7,1009.4,0.3,136,0.9,-2.91,0.0
A242,25/02/2019,23,24.8,25.6,24.8,94,94,89,23.8,23.9,23.5,1010.9,1010.9,1010.2,1.0,46,3.1,-3.54,0.0
A242,25/02/2019,01,23.4,23.8,23.4,97,97,95,23.0,23.2,23.0,1011.6,1011.6,1011.2,0.4,110,1.1,-3.47,0.0
A242,25/02/2019,02,23.0,23.4,23.0,98,98,97,22.7,23.0,22.7,1011.9,1011.9,1011.6,0.3,88,0.9,-3.50,0.0
A242,25/02/2019,06,22.5,22.9,22.5,100,100,100,22.5,22.8,22.5,1009.6,1010.2,1009.5,0.4,125,1.9,-2.30,0.0
A242,25/02/2019,08,22.5,22.8,22.5,100,100,100,22.5,22.8,22.5,1009.4,1009.4,1009.1,0.3,98,1.0,-2.42,0.0
A242,25/02/2019,03,22.7,23.1,22.7,100,100,98,22.7,22.9,22.6,1011.7,1012.0,1011.7,0.4,125,0.8,-3.53,0.0
A242,25/02/2019,04,22.4,22.7,22.4,100,100,100,22.4,22.7,22.4,1010.9,1011.7,1010.9,0.4,118,1.2,-3.49,0.0
A242,25/02/2019,13,27.2,27.4,24.7,82,100,82,23.9,25.0,23.5,1012.2,1012.2,1011.9,2.0,27,5.0,2159.,0.0
A242,25/02/2019,15,27.9,28.8,27.2,75,81,72,23.0,24.4,23.0,1011.9,1012.4,1011.8,3.0,40,8.2,2234.,0.0
A242,25/02/2019,00,23.8,24.6,23.8,95,95,92,23.0,23.3,23.0,1011.2,1011.2,1010.9,0.5,68,2.2,-3.47,0.0
A242,25/02/2019,18,27.9,28.4,26.2,80,90,77,24.1,24.9,23.6,1009.7,1010.5,1009.7,3.1,31,7.0,1996.,1.2
A242,25/02/2019,12,24.9,24.9,23.4,100,100,99,24.8,24.8,23.4,1011.9,1011.9,1011.1,0.6,322,1.5,587.2,0.0
A242,26/02/2019,12,25.2,25.3,23.4,90,100,89,23.4,24.3,23.1,1012.7,1012.7,1011.9,2.3,29,4.7,1191.,0.0
A242,26/02/2019,16,29.8,29.8,28.3,62,70,60,21.6,22.8,21.1,1012.4,1013.1,1012.4,3.0,47,8.5,2755.,0.0
A242,26/02/2019,07,22.7,23.0,22.7,100,100,100,22.7,23.0,22.7,1010.4,1010.5,1010.4,0.6,67,2.3,-3.22,0.0
A242,26/02/2019,14,28.0,28.3,26.7,70,82,70,22.0,23.7,21.6,1013.3,1013.5,1013.3,3.0,28,7.5,2168.,0.0
A242,26/02/2019,09,22.4,22.5,22.3,100,100,100,22.4,22.5,22.3,1010.9,1010.9,1010.4,0.3,122,0.7,-2.80,0.0
A242,26/02/2019,23,24.7,26.0,24.6,91,91,84,23.1,23.2,22.9,1012.2,1012.2,1011.4,1.3,50,3.4,-3.53,0.0
A242,26/02/2019,17,29.5,30.3,28.7,65,68,59,22.2,22.6,21.0,1011.7,1012.5,1011.7,3.1,38,7.2,2200.,0.0
A242,26/02/2019,00,24.4,24.8,24.4,96,96,94,23.7,23.8,23.7,1011.5,1011.5,1010.9,0.8,47,3.0,-3.19,0.0
A242,26/02/2019,03,23.6,23.6,23.2,100,100,98,23.6,23.6,23.0,1012.4,1012.4,1012.1,1.5,65,3.9,-2.72,0.6
A242,26/02/2019,19,29.8,30.4,29.2,64,67,59,22.2,22.7,21.2,1010.4,1010.7,1010.4,2.3,46,6.4,1904.,0.0
A242,26/02/2019,20,28.6,29.8,28.6,70,70,62,22.6,22.6,21.6,1010.6,1010.6,1010.2,2.8,37,8.2,1145.,0.0
A242,26/02/2019,10,22.4,22.5,22.4,100,100,100,22.4,22.4,22.4,1011.3,1011.3,1010.9,0.5,138,0.9,11.58,0.0
A242,26/02/2019,01,23.8,24.4,23.8,97,97,96,23.3,23.7,23.3,1011.8,1011.8,1011.4,0.5,89,1.8,-3.36,0.0
A242,26/02/2019,11,23.4,23.4,22.4,100,100,100,23.4,23.4,22.4,1011.9,1011.9,1011.3,0.7,40,1.4,315.1,0.0
A242,26/02/2019,22,26.1,27.4,26.1,84,85,75,23.2,23.5,22.5,1011.4,1011.4,1010.9,1.4,50,5.3,86.46,0.0
A242,26/02/2019,13,26.9,27.0,25.2,80,91,80,23.2,24.2,22.9,1013.3,1013.3,1012.7,3.1,36,7.4,1847.,0.0
A242,26/02/2019,21,27.4,28.6,27.4,75,77,69,22.6,23.2,22.3,1010.9,1011.0,1010.5,2.1,28,6.9,409.3,0.0
A242,26/02/2019,18,29.9,30.2,29.4,61,65,59,21.7,22.5,21.0,1010.7,1011.7,1010.7,3.1,34,7.4,2580.,0.0
A242,26/02/2019,02,23.4,23.8,23.4,98,98,97,23.1,23.3,23.1,1012.2,1012.2,1011.8,0.5,129,1.0,-3.27,0.0
A242,26/02/2019,15,28.4,29.0,27.8,68,73,64,21.8,23.4,21.0,1013.1,1013.4,1013.1,2.2,49,7.8,2196.,0.2
A242,26/02/2019,05,23.3,23.6,23.3,100,100,98,23.3,23.5,23.2,1011.0,1011.6,1011.0,0.4,65,1.4,-1.81,0.0
A242,26/02/2019,06,23.0,23.3,22.9,100,100,100,23.0,23.3,23.0,1010.4,1011.0,1010.4,0.7,53,1.7,-2.97,0.0
A242,26/02/2019,04,23.5,23.6,23.5,98,100,96,23.1,23.6,22.9,1011.6,1012.4,1011.6,0.6,67,6.6,-1.05,0.2
A242,26/02/2019,08,22.4,22.7,22.4,100,100,100,22.4,22.7,22.4,1010.5,1010.5,1010.3,0.3,115,1.4,-2.95,0.0
A242,27/02/2019,16,29.6,30.0,29.0,62,64,55,21.4,21.8,19.7,1012.8,1013.6,1012.8,3.0,46,8.2,2369.,0.0
A242,27/02/2019,20,26.8,29.4,26.8,77,78,58,22.5,22.8,20.2,1011.0,1011.2,1010.8,1.0,87,8.7,779.4,0.0
A242,27/02/2019,12,25.2,25.3,22.7,90,100,89,23.5,24.2,22.7,1013.4,1013.4,1012.6,1.5,46,3.0,1174.,0.0
A242,27/02/2019,09,21.4,21.7,21.4,100,100,100,21.4,21.7,21.4,1011.3,1011.3,1011.0,0.5,141,0.9,-3.51,0.0
A242,27/02/2019,14,29.0,29.0,25.9,70,84,68,22.9,23.6,22.1,1013.7,1013.9,1013.6,2.5,47,8.6,2196.,0.0
A242,27/02/2019,11,22.7,22.7,21.5,100,100,100,22.7,22.7,21.5,1012.6,1012.6,1011.9,0.2,221,1.0,322.6,0.0
A242,27/02/2019,01,23.6,24.0,23.6,97,97,95,23.0,23.1,23.0,1013.0,1013.0,1012.6,0.7,68,1.3,-3.53,0.0
A242,27/02/2019,19,28.4,29.7,26.5,65,82,63,21.1,24.1,21.0,1010.9,1011.5,1010.9,2.7,46,6.5,1930.,0.0
A242,27/02/2019,22,25.7,27.2,25.7,82,82,69,22.3,22.3,20.9,1011.8,1011.8,1011.2,1.9,25,5.8,65.55,0.0
A242,27/02/2019,07,22.0,22.1,22.0,100,100,100,22.0,22.1,22.0,1011.0,1011.2,1011.0,0.5,124,1.1,-2.80,0.0
A242,27/02/2019,18,26.5,30.5,26.4,81,81,57,22.9,22.9,20.7,1011.5,1011.9,1011.4,2.1,39,8.3,1668.,0.0
A242,27/02/2019,05,22.3,22.7,22.3,100,100,100,22.3,22.7,22.3,1011.6,1012.2,1011.6,0.4,121,0.6,-3.29,0.0
A242,27/02/2019,15,29.3,29.3,28.1,59,70,59,20.4,22.7,20.4,1013.6,1013.7,1013.6,3.3,53,7.5,2009.,0.0
A242,27/02/2019,17,30.0,30.7,29.2,62,64,54,21.8,22.8,20.2,1011.9,1012.8,1011.9,3.4,52,7.6,2467.,0.0
A242,27/02/2019,08,21.7,22.0,21.7,100,100,100,21.7,21.9,21.7,1011.0,1011.1,1010.9,0.3,127,1.2,-3.45,0.0
A242,27/02/2019,04,22.7,22.9,22.7,100,100,100,22.7,22.9,22.7,1012.2,1012.8,1012.2,0.3,98,1.0,-2.85,0.0
A242,27/02/2019,13,25.9,26.7,25.2,83,90,81,22.7,24.2,22.7,1013.8,1013.8,1013.4,3.1,31,7.0,1487.,0.0
A242,27/02/2019,23,23.8,25.7,23.8,95,95,82,22.9,23.3,22.3,1012.2,1012.2,1011.7,0.5,109,4.2,-3.54,0.0
A242,27/02/2019,02,23.2,23.6,23.2,98,98,97,22.8,23.1,22.8,1013.0,1013.1,1013.0,0.5,77,1.2,-3.53,0.0
A242,27/02/2019,21,27.1,27.5,26.6,69,79,69,21.0,23.3,21.0,1011.2,1011.2,1011.0,2.3,50,5.4,487.2,0.0
A242,27/02/2019,03,22.9,23.2,22.9,100,100,98,22.9,23.0,22.7,1012.7,1013.1,1012.7,0.5,65,1.1,-3.27,0.0
A242,27/02/2019,00,24.0,24.7,24.0,95,95,91,23.1,23.2,23.0,1012.6,1012.7,1012.2,0.6,62,3.4,-3.54,0.0
A242,27/02/2019,10,21.5,21.5,21.3,100,100,100,21.5,21.5,21.3,1011.9,1011.9,1011.3,0.8,149,1.1,6.126,0.0
A242,27/02/2019,06,22.1,22.3,22.1,100,100,100,22.1,22.3,22.1,1011.2,1011.7,1011.2,0.7,141,1.0,-2.86,0.0
A242,28/02/2019,12,24.9,24.9,22.4,91,100,90,23.2,23.4,22.4,1014.6,1014.6,1013.9,1.1,51,3.1,1202.,0.0
A242,28/02/2019,19,28.7,30.7,28.5,62,63,54,20.9,21.3,19.6,1011.6,1012.1,1011.6,2.7,37,7.6,1648.,0.0
A242,28/02/2019,20,28.3,29.4,28.2,66,67,59,21.4,21.8,20.4,1011.6,1011.6,1011.4,2.5,36,7.3,1245.,0.0
A242,28/02/2019,04,21.8,22.2,21.8,100,100,100,21.8,22.1,21.8,1012.9,1013.5,1012.9,0.5,124,1.1,-3.42,0.0
A242,28/02/2019,17,30.4,30.7,29.0,55,62,53,20.3,21.5,19.8,1013.1,1014.2,1013.1,3.0,15,7.0,3090.,0.0
A242,28/02/2019,08,20.8,20.9,20.7,100,100,100,20.8,20.9,20.7,1012.0,1012.1,1012.0,0.3,123,1.1,-2.92,0.0
A242,28/02/2019,00,23.3,23.8,23.3,97,97,95,22.7,22.9,22.7,1013.1,1013.1,1012.2,0.3,102,1.1,-3.52,0.0
A242,28/02/2019,10,21.0,21.1,20.9,100,100,100,21.0,21.1,20.9,1013.3,1013.3,1012.4,0.5,140,1.1,12.21,0.0
A242,28/02/2019,06,21.1,21.5,21.1,100,100,100,21.1,21.5,21.1,1012.0,1012.1,1012.0,0.3,112,1.0,-3.54,0.0
A242,28/02/2019,14,28.5,28.5,25.9,70,82,69,22.6,23.0,21.2,1015.5,1015.6,1015.4,2.5,24,7.2,2005.,0.0
A242,28/02/2019,07,20.9,21.1,20.9,100,100,100,20.9,21.1,20.9,1012.0,1012.0,1011.9,0.8,140,1.1,-3.54,0.0
A242,28/02/2019,11,22.4,22.4,21.0,100,100,100,22.4,22.4,21.0,1013.9,1013.9,1013.3,0.2,192,0.9,312.4,0.0
A242,28/02/2019,18,29.9,30.6,29.8,55,57,51,19.9,20.8,19.3,1012.1,1013.1,1012.1,3.2,32,7.4,2831.,0.0
A242,28/02/2019,13,26.7,26.9,24.8,77,91,77,22.3,23.7,22.3,1015.4,1015.4,1014.6,2.7,54,6.5,2061.,0.0
A242,28/02/2019,02,22.5,22.8,22.5,100,100,98,22.5,22.7,22.4,1013.8,1013.8,1013.7,0.3,129,0.7,-3.54,0.0
