codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_direcao,vento_rajada,radiacao,precipitacao
A242,16/03/2019,05,22.5,22.8,22.5,100,100,98,22.5,22.7,22.4,1009.9,1011.0,1009.9,0.3,137,1.0,-3.50,0.0
A242,16/03/2019,17,30.0,31.3,30.0,63,64,56,22.2,22.8,21.2,1010.5,1011.3,1010.5,2.4,37,7.0,2054.,0.0
A242,16/03/2019,18,30.5,31.6,29.6,60,68,55,21.8,23.6,21.2,1009.5,1010.5,1009.5,3.0,29,6.7,2281.,0.0
A242,16/03/2019,19,29.1,31.0,29.0,70,70,60,23.2,23.4,22.0,1009.4,1009.6,1009.3,2.3,78,7.2,2045.,0.0
A242,16/03/2019,20,29.3,29.5,29.1,69,71,66,23.1,23.4,22.5,1009.2,1009.4,1009.1,1.6,85,6.0,1556.,0.0
A242,16/03/2019,21,28.0,29.4,28.0,72,78,67,22.3,24.1,22.3,1009.4,1009.4,1009.2,2.2,48,5.2,450.4,0.0
A242,16/03/2019,22,25.5,28.0,25.5,84,84,71,22.5,23.7,22.2,1009.7,1009.7,1009.4,1.0,67,4.9,38.25,0.0
A242,16/03/2019,00,24.4,25.3,24.4,94,94,90,23.3,23.6,23.3,1011.0,1011.0,1010.4,0.5,95,2.6,-3.54,0.0
A242,16/03/2019,01,23.9,24.4,23.9,96,96,94,23.2,23.4,23.2,1011.7,1011.7,1011.0,0.5,115,1.4,-3.46,0.0
A242,16/03/2019,03,23.1,23.5,23.1,98,98,97,22.8,23.0,22.8,1011.5,1012.0,1011.5,0.4,120,0.7,-3.53,0.0
A242,16/03/2019,02,23.5,23.9,23.5,97,97,96,23.0,23.2,23.0,1011.9,1012.0,1011.7,0.4,135,0.9,-3.51,0.0
A242,16/03/2019,04,22.8,23.2,22.8,98,98,98,22.5,22.9,22.5,1011.0,1011.5,1011.0,0.7,141,1.0,-3.53,0.0
A242,16/03/2019,13,26.8,27.0,24.8,83,93,83,23.6,24.2,23.2,1013.6,1013.6,1013.2,1.8,32,5.0,1304.,0.0
A242,16/03/2019,23,24.3,25.4,24.3,89,89,83,22.4,22.5,22.2,1010.1,1010.1,1009.7,1.0,68,2.2,-3.54,0.0
A242,16/03/2019,07,22.1,22.3,22.1,100,100,100,22.1,22.3,22.1,1009.4,1009.5,1009.3,0.3,108,1.0,-3.02,0.0
A242,16/03/2019,08,21.9,22.1,21.9,100,100,100,21.9,22.1,21.9,1010.0,1010.0,1009.4,0.6,139,1.3,-3.17,0.0
A242,16/03/2019,09,21.9,21.9,21.8,100,100,100,21.9,21.9,21.8,1010.6,1010.6,1010.0,0.3,123,1.2,-3.24,0.0
A242,16/03/2019,10,21.9,22.0,21.9,100,100,100,21.9,22.0,21.9,1011.8,1011.8,1010.6,0.6,144,1.3,19.92,0.0
A242,16/03/2019,11,22.9,22.9,21.9,100,100,100,22.9,22.9,21.9,1012.4,1012.4,1011.9,0.2,190,1.3,212.4,0.0
A242,16/03/2019,12,24.8,24.9,22.9,92,100,92,23.5,24.3,22.9,1013.2,1013.2,1012.4,0.5,297,1.8,1021.,0.0
A242,16/03/2019,14,28.0,28.2,26.4,76,85,73,23.5,24.2,22.8,1013.1,1013.6,1013.1,2.1,30,4.9,1810.,0.0
A242,16/03/2019,15,28.6,29.6,28.1,69,77,65,22.3,23.8,22.0,1012.3,1013.1,1012.3,1.8,27,5.4,2145.,0.0
A242,16/03/2019,16,31.0,31.0,28.6,60,69,60,22.3,23.4,21.7,1011.3,1012.3,1011.3,1.7,8,6.0,2779.,0.0
A242,17/03/2019,10,21.3,21.3,21.2,100,100,100,21.3,21.3,21.2,1011.5,1011.5,1010.9,0.4,110,1.0,23.46,0.0
A242,17/03/2019,02,22.8,23.2,22.8,97,97,96,22.4,22.6,22.4,1011.4,1011.4,1011.0,0.4,125,0.8,-3.54,0.0
A242,17/03/2019,08,21.3,21.5,21.3,100,100,100,21.3,21.5,21.3,1010.4,1010.4,1010.0,0.5,129,1.0,-3.47,0.0
A242,17/03/2019,13,26.9,26.9,25.3,80,89,80,23.1,23.9,22.7,1013.3,1013.4,1012.7,2.1,42,5.6,1713.,0.0
A242,17/03/2019,20,29.0,30.3,28.9,64,64,57,21.5,21.7,20.7,1009.4,1009.4,1009.2,3.1,40,7.2,1474.,0.0
A242,17/03/2019,21,27.3,29.1,27.3,72,72,63,21.8,21.9,21.2,1009.7,1009.7,1009.3,2.7,44,7.8,561.0,0.0
A242,17/03/2019,22,25.4,27.3,25.4,83,83,72,22.3,22.3,21.7,1010.2,1010.2,1009.7,1.2,54,7.8,56.96,0.0
A242,17/03/2019,23,23.7,25.4,23.7,90,90,83,22.0,22.4,21.9,1010.9,1010.9,1010.2,0.5,71,2.5,-3.54,0.0
A242,17/03/2019,01,23.2,23.7,23.2,96,96,94,22.6,22.7,22.6,1011.0,1011.0,1010.5,0.4,120,1.0,-3.54,0.0
A242,17/03/2019,00,23.7,24.3,23.7,94,94,89,22.6,22.7,22.3,1010.5,1010.5,1010.1,0.6,73,1.9,-3.54,0.0
A242,17/03/2019,11,23.0,23.0,21.3,100,100,100,23.0,23.0,21.3,1012.2,1012.2,1011.5,0.3,184,0.8,392.5,0.0
A242,17/03/2019,14,27.9,28.5,26.9,71,81,68,22.2,23.8,21.6,1013.0,1013.5,1013.0,2.3,50,6.4,2243.,0.0
A242,17/03/2019,15,28.6,29.5,27.8,67,74,62,21.7,23.3,21.3,1012.4,1013.1,1012.3,2.4,44,6.0,2074.,0.0
A242,17/03/2019,03,22.6,22.8,22.6,98,98,97,22.2,22.4,22.2,1011.7,1011.8,1011.4,0.6,133,1.2,-3.37,0.0
A242,17/03/2019,12,25.4,25.4,23.0,89,100,87,23.5,23.9,22.9,1012.7,1012.7,1012.2,1.0,353,2.7,1287.,0.0
A242,17/03/2019,04,22.3,22.6,22.3,100,100,98,22.3,22.4,22.1,1011.1,1011.7,1011.1,0.6,125,1.2,-3.37,0.0
A242,17/03/2019,19,30.1,30.4,28.9,57,65,56,20.6,22.4,20.5,1009.2,1009.5,1009.2,2.8,23,6.5,1821.,0.0
A242,17/03/2019,05,22.0,22.3,22.0,100,100,100,22.0,22.3,22.0,1010.4,1011.1,1010.4,0.7,148,1.1,-3.16,0.0
A242,17/03/2019,06,21.8,22.0,21.8,100,100,100,21.8,22.0,21.8,1010.0,1010.4,1010.0,0.5,135,1.1,-3.35,0.0
A242,17/03/2019,18,29.5,30.3,28.9,60,65,57,20.9,21.8,20.6,1009.4,1010.3,1009.4,1.5,50,6.6,1777.,0.0
A242,17/03/2019,16,29.7,29.7,28.5,65,69,64,22.4,22.9,21.3,1011.3,1012.4,1011.3,2.8,37,7.3,1880.,0.0
A242,17/03/2019,07,21.5,21.8,21.5,100,100,100,21.5,21.8,21.5,1010.0,1010.0,1009.8,0.4,142,1.1,-3.49,0.0
A242,17/03/2019,17,29.2,30.2,29.1,62,65,60,21.3,22.4,21.0,1010.2,1011.3,1010.2,2.8,34,7.3,2221.,0.0
A242,17/03/2019,09,21.3,21.4,21.2,100,100,100,21.3,21.3,21.2,1010.9,1010.9,1010.4,0.5,135,1.3,-3.02,0.0
A242,18/03/2019,04,21.2,21.5,21.2,98,98,98,20.9,21.2,20.9,1011.9,1012.2,1011.9,0.6,125,1.2,-3.42,0.0
A242,18/03/2019,03,21.5,21.9,21.5,98,98,97,21.2,21.5,21.2,1012.2,1012.3,1012.1,0.4,135,1.2,-3.26,0.0
A242,18/03/2019,23,24.6,26.2,24.6,91,91,80,23.1,23.2,22.6,1010.4,1010.4,1009.7,1.1,73,3.6,-3.54,0.0
A242,18/03/2019,12,25.1,25.1,22.2,87,100,87,22.8,23.4,22.2,1012.7,1012.7,1012.2,0.9,47,2.1,1350.,0.0
A242,18/03/2019,22,26.2,27.9,26.2,80,81,71,22.6,23.3,22.2,1009.7,1009.7,1009.0,1.6,39,5.1,55.18,0.0
A242,18/03/2019,16,30.8,32.1,29.9,60,63,53,22.2,22.2,20.5,1011.2,1012.5,1011.2,1.6,27,5.0,2833.,0.0
A242,18/03/2019,15,30.6,30.9,29.4,58,65,58,21.4,22.4,21.0,1012.5,1013.4,1012.5,2.4,27,5.4,3048.,0.0
A242,18/03/2019,14,29.5,29.6,27.5,65,76,63,22.2,23.4,21.5,1013.4,1013.7,1013.4,2.5,36,5.3,2653.,0.0
A242,18/03/2019,21,27.9,28.2,27.5,72,82,71,22.4,24.5,22.3,1009.1,1009.1,1008.9,2.5,28,6.0,537.7,0.0
A242,18/03/2019,00,22.9,23.7,22.9,93,93,90,21.7,22.1,21.6,1011.7,1011.7,1010.9,0.9,142,1.4,-3.54,0.0
A242,18/03/2019,07,20.7,20.8,20.7,100,100,100,20.7,20.8,20.7,1010.3,1010.6,1010.2,0.7,137,1.0,-3.24,0.0
A242,18/03/2019,20,27.5,27.7,26.5,81,87,81,24.0,24.9,23.7,1008.9,1009.1,1008.9,1.5,45,4.9,788.2,0.0
A242,18/03/2019,02,21.9,22.3,21.9,97,97,96,21.4,21.5,21.4,1012.1,1012.1,1011.8,0.6,126,1.0,-3.54,0.0
A242,18/03/2019,01,22.3,22.9,22.3,96,96,93,21.5,21.8,21.5,1011.8,1012.0,1011.7,0.6,123,1.3,-3.54,0.0
A242,18/03/2019,11,22.2,22.2,20.4,100,100,100,22.2,22.2,20.4,1012.2,1012.2,1011.0,0.4,185,1.0,398.4,0.0
A242,18/03/2019,08,20.4,20.7,20.4,100,100,100,20.4,20.7,20.4,1010.2,1010.3,1010.1,0.5,120,1.0,-3.53,0.0
A242,18/03/2019,13,27.9,28.1,25.1,74,88,74,22.7,23.8,22.6,1013.5,1013.5,1012.7,2.4,24,5.2,2102.,0.0
A242,18/03/2019,09,20.3,20.5,20.3,100,100,100,20.3,20.5,20.3,1010.4,1010.4,1010.2,0.3,139,0.9,-3.53,0.0
A242,18/03/2019,06,20.8,20.9,20.7,100,100,100,20.8,20.9,20.7,1010.6,1011.1,1010.6,0.5,139,1.2,-3.53,0.0
A242,18/03/2019,17,32.3,32.7,30.8,57,60,48,22.6,22.8,20.0,1010.1,1011.2,1010.1,2.0,2,4.9,3267.,0.0
A242,18/03/2019,18,30.2,32.4,29.2,65,68,56,22.9,22.9,21.9,1009.4,1010.2,1009.4,2.2,55,5.3,1291.,0.0
A242,18/03/2019,10,20.4,20.4,20.3,100,100,100,20.4,20.4,20.3,1011.0,1011.0,1010.4,0.4,122,0.8,25.27,0.0
A242,18/03/2019,19,26.8,31.7,26.8,83,83,59,23.8,23.9,22.4,1009.1,1009.4,1009.0,2.2,51,6.8,1329.,0.0
A242,18/03/2019,05,20.9,21.2,20.9,100,100,98,20.9,21.1,20.9,1011.1,1011.9,1011.1,0.5,136,1.1,-3.46,0.0
A242,19/03/2019,12,25.6,25.6,23.8,89,100,89,23.7,24.3,23.3,1012.1,1012.1,1011.4,0.6,291,1.8,1040.,0.0
A242,19/03/2019,02,23.3,23.6,23.3,97,97,96,22.9,23.0,22.9,1011.9,1012.0,1011.8,0.3,110,0.9,-3.53,0.0
A242,19/03/2019,16,28.8,28.9,27.0,78,88,78,24.6,25.7,24.3,1010.6,1011.7,1010.6,2.7,11,5.5,2304.,0.4
A242,19/03/2019,21,27.6,28.6,27.6,79,79,74,23.6,23.8,23.2,1008.4,1008.4,1007.9,2.5,36,6.1,472.8,0.0
A242,19/03/2019,22,24.8,27.6,24.8,95,95,79,24.0,24.1,23.0,1008.8,1008.8,1008.4,0.9,94,10.4,28.39,1.0
A242,19/03/2019,23,24.7,24.8,24.7,97,97,95,24.2,24.2,24.0,1009.3,1009.3,1008.7,1.0,62,2.5,-2.41,0.0
A242,19/03/2019,07,22.2,22.6,22.2,100,100,100,22.2,22.6,22.2,1009.2,1009.3,1009.1,0.4,118,1.2,-3.37,0.0
A242,19/03/2019,14,28.4,29.0,27.4,75,83,73,23.6,24.3,23.2,1012.5,1012.8,1012.5,1.4,28,5.3,1682.,0.0
A242,19/03/2019,08,21.9,22.2,21.9,100,100,100,21.9,22.2,21.9,1009.5,1009.5,1009.2,0.5,144,1.1,-3.40,0.0
A242,19/03/2019,00,24.1,24.6,24.1,94,94,91,23.2,23.3,23.0,1011.3,1011.3,1010.4,0.4,121,2.0,-3.54,0.0
A242,19/03/2019,15,27.0,28.3,26.0,83,91,75,23.9,24.9,23.2,1011.7,1012.5,1011.7,0.6,71,7.1,1477.,1.0
A242,19/03/2019,11,23.8,23.8,22.5,100,100,100,23.8,23.8,22.5,1011.4,1011.4,1010.9,0.3,190,0.8,303.4,0.0
A242,19/03/2019,01,23.6,24.1,23.6,96,96,94,23.0,23.2,23.0,1011.8,1011.8,1011.3,0.4,123,0.9,-3.54,0.0
A242,19/03/2019,05,22.6,22.9,22.6,100,100,100,22.6,22.9,22.6,1009.9,1011.2,1009.9,0.4,61,0.7,-3.41,0.0
A242,19/03/2019,20,28.4,29.2,28.4,74,76,73,23.3,24.3,23.3,1007.9,1008.4,1007.9,3.0,40,7.0,1157.,0.0
A242,19/03/2019,09,22.1,22.1,21.9,100,100,100,22.1,22.1,21.9,1009.9,1009.9,1009.5,0.3,111,0.8,-2.15,0.0
A242,19/03/2019,10,22.5,22.5,22.1,100,100,100,22.5,22.5,22.2,1010.9,1010.9,1009.9,0.4,149,1.2,24.59,0.0
A242,19/03/2019,04,22.9,23.2,22.8,100,100,98,22.9,23.0,22.7,1011.2,1011.7,1011.2,0.2,137,1.0,-3.10,0.0
A242,19/03/2019,17,28.1,29.4,27.2,82,89,75,24.7,25.9,23.8,1009.6,1010.6,1009.6,2.0,34,6.4,1512.,0.8
A242,19/03/2019,13,27.3,27.6,25.5,82,90,81,24.1,24.5,23.5,1012.8,1012.8,1012.1,1.9,46,4.0,1619.,0.0
A242,19/03/2019,18,28.2,28.4,27.0,83,89,78,25.0,25.4,24.0,1008.7,1009.6,1008.7,1.7,26,5.9,1152.,0.8
A242,19/03/2019,06,22.5,22.6,22.4,100,100,100,22.5,22.6,22.4,1009.3,1009.9,1009.3,0.6,139,0.9,-3.30,0.0
A242,19/03/2019,19,28.7,28.9,27.8,75,84,74,23.8,25.3,23.5,1008.4,1008.7,1008.4,3.3,25,7.8,1455.,0.0
A242,19/03/2019,03,23.2,23.3,23.1,98,98,97,22.8,22.9,22.8,1011.7,1012.0,1011.7,0.4,147,0.9,-3.23,0.0
A242,20/03/2019,07,23.5,23.7,23.5,100,100,100,23.5,23.7,23.5,1008.4,1008.7,1008.3,0.5,136,1.0,-2.44,0.0
A242,20/03/2019,01,24.5,24.7,24.5,100,100,98,24.5,24.6,24.2,1010.6,1010.6,1010.1,0.4,108,1.8,-1.63,0.0
A242,20/03/2019,20,26.3,27.1,26.2,86,87,81,23.8,24.0,23.5,1008.4,1008.7,1008.4,2.0,21,6.2,496.5,0.0
A242,20/03/2019,12,25.6,25.6,24.4,96,100,96,25.0,25.4,24.5,1011.6,1011.6,1010.7,0.9,33,2.0,609.6,0.0
A242,20/03/2019,14,27.8,27.8,26.2,84,94,82,24.8,25.8,24.3,1012.2,1012.7,1012.2,1.5,360,4.7,1569.,0.2
A242,20/03/2019,16,29.4,29.4,26.0,82,92,81,25.9,26.4,24.2,1010.5,1011.7,1010.5,1.5,27,5.5,2713.,0.2
A242,20/03/2019,22,25.0,26.2,25.0,97,97,90,24.4,24.9,24.4,1009.1,1009.1,1008.7,0.5,84,3.1,51.68,0.0
A242,20/03/2019,23,24.6,25.0,24.6,98,98,97,24.2,24.4,24.2,1009.9,1009.9,1009.1,0.7,78,1.8,-3.11,0.0
A242,20/03/2019,21,26.2,27.1,26.2,90,90,85,24.4,25.0,23.8,1008.7,1008.7,1008.4,1.5,56,4.3,431.1,0.2
A242,20/03/2019,05,23.9,24.2,23.9,100,100,100,23.9,24.2,23.9,1009.1,1009.8,1009.0,0.6,140,1.0,-2.45,0.0
A242,20/03/2019,15,26.6,28.9,25.4,90,94,76,24.9,25.9,23.5,1011.7,1012.2,1011.7,1.7,25,8.4,2034.,3.0
A242,20/03/2019,08,23.5,23.6,23.4,100,100,100,23.5,23.6,23.4,1008.5,1008.6,1008.4,0.2,119,0.8,-2.14,0.0
A242,20/03/2019,03,24.4,24.5,24.4,100,100,100,24.4,24.5,24.4,1010.2,1010.6,1010.2,0.5,73,1.2,-1.17,0.0
A242,20/03/2019,00,24.7,24.8,24.6,98,98,97,24.3,24.4,24.2,1010.1,1010.1,1009.3,0.7,65,2.5,-1.50,0.0
A242,20/03/2019,09,23.5,23.5,23.4,100,100,100,23.5,23.5,23.4,1008.9,1008.9,1008.5,0.3,95,0.7,-2.19,0.0
A242,20/03/2019,04,24.2,24.4,24.2,100,100,100,24.2,24.4,24.2,1009.8,1010.3,1009.8,0.5,163,1.2,-1.89,0.0
A242,20/03/2019,11,24.4,24.4,23.6,100,100,100,24.4,24.4,23.6,1010.7,1010.7,1009.7,0.4,138,0.9,168.5,0.0
A242,20/03/2019,19,27.1,28.4,26.6,82,90,77,23.8,25.2,23.2,1008.7,1009.0,1008.7,2.5,29,9.8,1506.,0.0
A242,20/03/2019,17,28.8,29.7,28.2,74,83,72,23.8,26.0,23.3,1009.8,1010.5,1009.7,3.1,32,6.9,2187.,0.0
A242,20/03/2019,13,26.6,26.8,25.5,88,97,88,24.5,25.4,24.2,1012.3,1012.3,1011.6,1.3,33,3.0,942.2,0.0
A242,20/03/2019,06,23.7,23.9,23.7,100,100,100,23.7,23.9,23.7,1008.7,1009.1,1008.7,0.5,149,1.1,-2.53,0.0
A242,20/03/2019,10,23.6,23.6,23.4,100,100,100,23.6,23.6,23.5,1009.7,1009.7,1008.9,0.4,128,0.7,17.40,0.0
A242,20/03/2019,18,26.5,29.7,25.8,89,89,72,24.6,24.7,23.1,1009.0,1009.8,1009.0,1.2,48,9.6,1263.,0.2
A242,20/03/2019,02,24.4,24.5,24.3,100,100,100,24.4,24.5,24.3,1010.6,1010.7,1010.5,0.5,92,0.9,-2.04,0.0
A242,21/03/2019,13,26.6,26.8,24.1,85,100,84,23.9,24.7,23.6,1012.9,1012.9,1012.2,1.7,39,3.8,1999.,0.0
A242,21/03/2019,07,22.3,22.6,22.3,100,100,100,22.3,22.6,22.3,1009.9,1009.9,1009.7,0.2,127,1.1,-3.45,0.2
A242,21/03/2019,21,28.3,29.8,28.3,71,71,66,22.6,23.3,22.3,1009.0,1009.0,1008.8,2.6,38,6.9,618.6,0.0
A242,21/03/2019,20,29.6,31.2,29.6,67,67,60,22.9,23.3,22.2,1008.8,1008.9,1008.7,3.2,45,6.9,1597.,0.0
A242,21/03/2019,15,30.3,30.3,28.3,64,75,62,22.6,23.9,21.6,1012.0,1012.9,1012.0,2.5,23,6.1,3065.,0.0
A242,21/03/2019,16,30.7,30.7,29.8,60,68,59,22.1,23.3,21.3,1011.2,1012.0,1011.2,2.6,16,6.1,2648.,0.0
A242,21/03/2019,23,24.8,26.4,24.8,90,90,85,23.1,23.7,23.1,1009.8,1009.8,1009.0,0.9,64,3.1,-3.54,0.0
A242,21/03/2019,22,26.4,28.3,26.4,85,85,71,23.6,23.6,22.6,1009.1,1009.1,1009.0,1.1,51,6.2,62.16,0.0
A242,21/03/2019,14,28.6,28.6,26.5,74,86,73,23.6,24.8,23.2,1012.9,1013.0,1012.9,2.1,36,5.6,2806.,0.2
A242,21/03/2019,08,22.3,22.3,22.2,100,100,100,22.3,22.3,22.2,1009.9,1009.9,1009.8,0.3,130,0.8,-2.87,0.0
A242,21/03/2019,05,22.8,23.0,22.8,100,100,100,22.8,23.0,22.8,1009.9,1010.4,1009.9,0.7,142,1.1,-3.53,0.0
A242,21/03/2019,19,31.1,31.3,30.3,66,66,60,23.9,23.9,22.1,1008.9,1009.5,1008.9,2.5,25,7.1,2021.,0.0
A242,21/03/2019,11,23.2,23.2,22.2,100,100,100,23.2,23.2,22.2,1011.4,1011.4,1010.6,0.2,53,1.0,224.5,0.0
A242,21/03/2019,09,22.2,22.3,22.2,100,100,100,22.2,22.3,22.2,1010.1,1010.1,1009.9,0.3,120,0.9,-1.59,0.0
A242,21/03/2019,12,24.0,24.0,23.2,100,100,100,24.0,24.0,23.3,1012.2,1012.2,1011.4,0.4,296,1.1,521.1,0.0
A242,21/03/2019,03,23.3,23.8,23.3,100,100,100,23.3,23.8,23.3,1011.5,1011.7,1011.5,0.3,131,0.9,-3.25,0.0
A242,21/03/2019,00,24.5,24.6,24.5,100,100,98,24.5,24.6,24.2,1010.7,1010.7,1009.9,0.5,41,1.2,-2.37,0.0
A242,21/03/2019,01,24.1,24.5,24.1,100,100,100,24.1,24.5,24.1,1011.1,1011.1,1010.7,0.7,60,1.4,-2.75,0.0
A242,21/03/2019,18,31.2,32.0,30.3,61,65,56,22.9,23.7,21.6,1009.4,1010.1,1009.4,2.8,29,8.7,2884.,0.0
A242,21/03/2019,10,22.2,22.2,22.2,100,100,100,22.2,22.2,22.2,1010.6,1010.6,1010.1,0.4,134,1.0,14.25,0.0
A242,21/03/2019,04,23.0,23.3,23.0,100,100,100,23.0,23.3,23.0,1010.4,1011.5,1010.4,0.2,53,0.8,-3.53,0.0
A242,21/03/2019,02,23.8,24.1,23.8,100,100,100,23.8,24.1,23.8,1011.7,1011.7,1011.1,0.6,126,1.4,-2.68,0.0
A242,21/03/2019,17,31.5,32.1,30.4,58,62,55,22.3,23.5,21.5,1010.1,1011.2,1010.1,3.3,15,6.2,3638.,0.0
A242,21/03/2019,06,22.6,22.8,22.6,100,100,100,22.6,22.8,22.6,1009.7,1009.9,1009.7,0.7,141,1.3,-2.93,0.0
A242,22/03/2019,21,27.8,29.5,27.8,76,78,69,23.3,23.7,22.9,1010.3,1010.3,1009.6,1.8,51,8.6,415.5,0.0
A242,22/03/2019,14,29.1,29.5,27.6,68,82,67,22.6,24.4,22.6,1013.7,1014.0,1013.7,2.4,32,4.4,2193.,0.0
A242,22/03/2019,12,25.7,25.9,23.4,88,100,88,23.6,24.6,23.4,1013.4,1013.4,1012.6,1.1,31,2.2,1290.,0.0
A242,22/03/2019,00,24.3,24.9,24.3,94,94,90,23.3,23.4,23.2,1010.6,1010.6,1009.8,0.7,61,2.3,-3.54,0.0
A242,22/03/2019,05,22.5,22.9,22.5,100,100,100,22.5,22.8,22.5,1010.2,1011.1,1010.2,0.4,134,1.4,-3.44,0.0
A242,22/03/2019,03,23.1,23.5,23.1,98,98,97,22.8,23.0,22.8,1011.4,1011.6,1011.4,0.6,140,1.0,-3.54,0.0
A242,22/03/2019,22,27.0,27.8,27.0,80,80,76,23.2,23.5,23.0,1010.8,1010.8,1010.3,1.8,47,5.4,13.55,0.0
A242,22/03/2019,20,28.9,31.2,28.6,71,74,62,23.2,23.6,22.6,1009.6,1009.7,1009.4,2.0,42,6.2,840.0,0.0
A242,22/03/2019,13,27.6,28.0,25.7,79,89,78,23.7,24.6,23.4,1014.0,1014.0,1013.4,2.0,25,5.2,1874.,0.0
A242,22/03/2019,15,29.5,29.9,28.7,69,73,66,23.2,23.7,22.3,1013.1,1013.7,1013.1,2.2,17,5.5,1993.,0.0
A242,22/03/2019,16,29.8,30.6,28.9,67,74,64,22.9,24.4,22.7,1012.1,1013.1,1012.1,2.3,32,5.5,1915.,0.0
A242,22/03/2019,08,21.7,22.0,21.7,100,100,100,21.7,22.0,21.7,1010.0,1010.0,1009.5,0.5,135,1.1,-3.52,0.0
A242,22/03/2019,23,26.0,27.0,25.9,86,86,80,23.5,23.7,23.1,1011.6,1011.6,1010.8,1.5,53,4.3,-3.53,0.0
A242,22/03/2019,18,29.8,32.0,29.8,68,69,59,23.2,23.7,22.6,1009.9,1011.0,1009.9,2.1,38,7.0,2224.,0.0
A242,22/03/2019,11,23.4,23.4,21.5,100,100,100,23.4,23.4,21.5,1012.6,1012.6,1011.7,0.3,163,0.9,417.8,0.0
A242,22/03/2019,07,22.0,22.3,22.0,100,100,100,22.0,22.3,22.0,1009.5,1009.6,1009.4,0.5,118,1.1,-3.53,0.0
A242,22/03/2019,09,21.5,21.8,21.5,100,100,100,21.5,21.8,21.5,1010.7,1010.7,1010.0,0.5,133,1.1,-3.49,0.0
A242,22/03/2019,04,22.8,23.2,22.8,100,100,98,22.8,23.2,22.8,1011.1,1011.4,1011.1,0.8,144,1.1,-3.52,0.0
A242,22/03/2019,01,23.9,24.3,23.9,96,96,94,23.3,23.4,23.3,1011.2,1011.2,1010.6,0.4,109,1.6,-3.51,0.0
A242,22/03/2019,19,31.1,31.2,29.6,63,69,62,23.2,23.9,22.8,1009.4,1009.9,1009.4,2.5,31,6.6,1819.,0.0
A242,22/03/2019,10,21.5,21.5,21.4,100,100,100,21.5,21.5,21.4,1011.7,1011.7,1010.7,0.4,144,1.1,29.11,0.0
A242,22/03/2019,06,22.3,22.6,22.3,100,100,100,22.3,22.6,22.3,1009.6,1010.2,1009.6,0.5,127,1.0,-3.49,0.0
A242,22/03/2019,02,23.5,23.9,23.5,97,97,96,23.0,23.3,23.0,1011.6,1011.6,1011.2,0.1,56,1.3,-3.52,0.0
A242,22/03/2019,17,31.7,32.0,29.7,61,69,59,23.1,23.8,22.7,1011.0,1012.1,1010.9,2.3,22,5.3,2534.,0.0
A242,23/03/2019,22,25.5,27.9,25.5,84,84,72,22.7,23.0,22.1,1011.1,1011.1,1010.8,0.9,68,4.6,59.81,0.0
A242,23/03/2019,21,27.9,28.6,27.6,73,79,70,22.6,23.8,22.1,1010.8,1010.8,1010.4,1.9,42,8.3,422.4,0.0
A242,23/03/2019,12,26.3,26.3,23.5,87,100,86,24.0,24.2,23.3,1013.9,1013.9,1013.0,2.0,45,5.5,1345.,0.0
A242,23/03/2019,13,27.9,28.0,26.2,77,87,75,23.4,24.5,23.1,1014.7,1014.7,1013.9,1.9,46,6.4,1945.,0.0
A242,23/03/2019,14,28.8,29.0,27.5,70,79,70,22.9,24.1,22.8,1014.4,1014.8,1014.4,2.0,40,5.3,1545.,0.0
A242,23/03/2019,20,27.8,29.8,27.7,79,80,66,23.7,24.4,22.5,1010.5,1010.5,1010.3,1.1,50,5.9,460.2,0.0
A242,23/03/2019,15,29.6,29.6,28.6,64,71,64,22.1,23.2,21.7,1013.8,1014.4,1013.8,1.8,55,6.4,1797.,0.0
A242,23/03/2019,23,24.5,25.5,24.5,90,90,84,22.7,22.9,22.5,1011.8,1011.8,1011.1,0.8,73,2.9,-3.54,0.0
A242,23/03/2019,05,23.0,23.1,23.0,100,100,98,23.0,23.1,22.8,1011.8,1012.4,1011.8,0.7,134,1.3,-2.51,0.0
A242,23/03/2019,08,22.1,22.4,22.1,100,100,100,22.1,22.4,22.1,1011.3,1011.3,1011.1,0.3,174,0.9,-3.06,0.0
A242,23/03/2019,09,22.0,22.2,22.0,100,100,100,22.0,22.2,22.0,1011.7,1011.7,1011.3,0.4,112,1.2,-3.19,0.0
A242,23/03/2019,00,24.8,26.0,24.8,91,91,86,23.4,23.6,23.3,1012.1,1012.1,1011.6,0.8,78,4.1,-3.54,0.0
A242,23/03/2019,07,22.4,22.7,22.4,100,100,100,22.4,22.7,22.4,1011.1,1011.2,1011.0,0.4,127,0.9,-2.89,0.0
A242,23/03/2019,11,23.5,23.5,21.8,100,100,100,23.5,23.5,21.8,1013.0,1013.0,1012.4,0.4,44,1.0,425.1,0.0
A242,23/03/2019,03,23.4,23.8,23.4,97,97,96,22.9,23.2,22.9,1013.1,1013.2,1013.0,0.7,133,1.0,-3.50,0.0
A242,23/03/2019,04,23.1,23.4,23.1,98,98,97,22.8,23.0,22.8,1012.5,1013.1,1012.5,0.5,89,1.3,-3.26,0.0
